Timestamp,Volt,Amp,Watt,Watt-Hour
1466088154,5.000,0.705,3.522,0.000
1466088155,5.000,0.706,3.526,0.000
1466088156,5.000,0.705,3.522,0.000
1466088157,5.000,0.704,3.519,0.000
1466088158,5.000,0.705,3.522,0.000
1466088159,5.010,0.703,3.515,0.000
1466088160,5.000,0.704,3.519,0.000
1466088161,5.000,0.704,3.519,0.000
1466088162,5.010,0.705,3.522,0.000
1466088163,5.000,0.704,3.519,0.000
1466088164,5.000,0.704,3.519,0.000
1466088165,5.000,1.936,9.622,0.000
1466088166,5.000,2.098,10.420,0.000
1466088167,5.000,2.228,11.053,0.000
1466088168,5.000,2.270,11.271,0.000
1466088169,5.000,0.913,4.557,0.000
1466088170,5.010,0.890,4.442,0.000
1466088171,5.010,0.873,4.355,0.000
1466088172,5.000,0.864,4.313,0.000
1466088173,5.000,0.860,4.293,0.000
1466088174,5.000,0.854,4.263,0.000
1466088175,5.000,0.851,4.248,0.000
1466088176,5.000,0.722,3.606,0.000
1466088177,5.000,0.710,3.549,0.000
1466088178,5.000,0.708,3.538,0.000
