Timestamp,Volt,Amp,Watt,Watt-Hour
1466091017,5.000,0.702,3.511,0.000
1466091018,5.000,0.701,3.507,0.000
1466091019,5.000,0.700,3.500,0.000
1466091020,5.000,0.699,3.492,0.000
1466091021,5.000,0.697,3.488,0.000
1466091022,5.000,0.698,3.488,0.000
1466091023,5.000,0.699,3.492,0.000
1466091024,5.000,0.698,3.488,0.000
1466091025,5.000,0.718,3.587,0.000
1466091026,5.000,0.697,3.484,0.000
1466091027,5.000,0.698,3.488,0.000
1466091028,5.010,2.300,11.412,0.000
1466091029,5.000,2.408,11.942,0.000
1466091030,5.000,2.648,13.118,0.000
1466091031,5.000,2.512,12.458,0.000
1466091032,5.010,2.318,11.496,0.000
1466091033,5.000,2.113,10.484,0.000
1466091034,5.000,2.149,10.656,0.000
1466091035,5.000,2.282,11.320,0.000
1466091036,5.000,2.240,11.114,0.000
1466091037,5.000,2.219,11.011,0.000
1466091038,5.000,2.080,10.320,0.000
1466091039,5.000,2.188,10.855,0.000
1466091040,5.000,2.244,11.133,0.000
1466091041,5.000,2.060,10.221,0.000
1466091042,5.000,2.194,10.893,0.000
1466091043,5.000,2.072,10.282,0.000
1466091044,5.000,2.136,10.603,0.000
1466091045,5.000,2.140,10.618,0.000
1466091046,5.000,2.093,10.389,0.000
1466091047,5.000,2.218,11.004,0.000
1466091048,5.000,2.289,11.355,0.000
1466091049,5.000,2.122,10.530,0.000
1466091050,5.000,2.191,10.881,0.000
1466091051,5.000,2.090,10.374,0.000
1466091052,5.000,2.232,11.072,0.000
1466091053,5.000,2.128,10.561,0.000
1466091054,5.000,2.106,10.442,0.000
1466091055,5.000,2.132,10.580,0.000
1466091056,5.000,2.157,10.713,0.000
1466091057,5.000,2.149,10.664,0.000
1466091058,5.000,2.129,10.565,0.000
1466091059,5.000,2.154,10.683,0.000
1466091060,5.000,2.110,10.473,0.000
1466091061,5.000,2.160,10.717,0.000
1466091062,5.000,2.122,10.530,0.000
1466091063,5.000,2.131,10.576,0.000
1466091064,5.000,2.200,10.920,0.000
1466091065,5.000,2.079,10.313,0.000
1466091066,5.010,2.152,10.687,0.000
1466091067,5.010,2.143,10.645,0.000
1466091068,5.000,2.142,10.626,0.000
1466091069,5.000,2.055,10.194,0.000
1466091070,5.000,2.134,10.587,0.000
1466091071,5.000,2.080,10.320,0.000
1466091072,5.000,2.098,10.423,0.000
1466091073,5.000,2.196,10.897,0.000
1466091074,5.000,2.094,10.389,0.000
1466091075,5.000,2.060,10.221,0.000
1466091076,5.000,2.158,10.706,0.000
1466091077,5.000,2.103,10.439,0.000
1466091078,5.000,2.059,10.217,0.000
1466091079,5.000,2.109,10.462,0.000
1466091080,5.000,2.174,10.782,0.000
1466091081,5.000,2.115,10.492,0.000
1466091082,5.000,2.125,10.546,0.000
1466091083,5.000,2.187,10.855,0.000
1466091084,5.000,2.044,10.141,0.000
1466091085,5.000,2.127,10.553,0.000
1466091086,5.000,2.139,10.614,0.000
1466091087,5.000,2.154,10.687,0.000
1466091088,5.010,2.088,10.358,0.000
1466091089,5.000,2.100,10.435,0.000
1466091090,5.000,2.085,10.347,0.000
1466091091,5.010,2.128,10.561,0.000
1466091092,5.000,1.981,9.832,0.000
1466091093,5.000,2.095,10.397,0.000
1466091094,5.000,2.033,10.087,0.000
1466091095,5.000,2.121,10.526,0.000
1466091096,5.000,2.171,10.775,0.000
1466091097,5.000,1.998,9.912,0.000
1466091098,5.000,2.124,10.546,0.000
1466091099,5.000,2.139,10.614,0.000
1466091100,5.000,2.059,10.217,0.000
1466091101,5.000,2.174,10.790,0.000
