Timestamp,Volt,Amp,Watt,Watt-Hour
1466088775,5.000,0.707,3.530,0.000
1466088776,5.000,0.705,3.522,0.000
1466088777,5.000,0.704,3.522,0.000
1466088778,5.000,0.704,3.519,0.000
1466088779,5.000,0.704,3.519,0.000
1466088780,5.010,0.703,3.511,0.000
1466088781,5.000,0.704,3.515,0.000
1466088782,5.000,0.702,3.507,0.000
1466088783,5.000,0.702,3.511,0.000
1466088784,5.000,0.702,3.511,0.000
1466088785,5.000,0.702,3.507,0.000
1466088786,5.000,2.437,12.084,0.000
1466088787,5.000,2.644,13.095,0.000
1466088788,5.000,2.351,11.660,0.000
1466088789,5.000,2.389,11.843,0.000
1466088790,5.000,2.307,11.431,0.000
1466088791,5.000,2.356,11.679,0.000
1466088792,5.000,2.268,11.240,0.000
1466088793,5.000,2.298,11.397,0.000
1466088794,5.000,2.245,11.133,0.000
1466088795,5.000,2.298,11.389,0.000
1466088796,5.000,2.251,11.152,0.000
1466088797,5.000,2.088,10.362,0.000
1466088798,5.000,2.205,10.935,0.000
1466088799,5.000,2.072,10.286,0.000
1466088800,5.000,2.202,10.912,0.000
1466088801,5.000,2.156,10.683,0.000
1466088802,5.000,2.263,11.217,0.000
1466088803,5.000,2.185,10.832,0.000
1466088804,5.000,2.293,11.370,0.000
1466088805,5.000,2.261,11.206,0.000
1466088806,5.000,2.294,11.370,0.000
1466088807,5.000,2.097,10.408,0.000
1466088808,5.000,2.023,10.042,0.000
1466088809,5.000,2.206,10.935,0.000
1466088810,5.000,2.231,11.068,0.000
1466088811,5.000,1.974,9.797,0.000
1466088812,5.000,2.175,10.790,0.000
1466088813,5.000,2.136,10.595,0.000
1466088814,5.000,2.202,10.927,0.000
1466088815,5.000,2.209,10.950,0.000
1466088816,5.010,2.015,9.996,0.000
1466088817,5.000,2.051,10.175,0.000
1466088818,5.000,2.104,10.442,0.000
1466088819,5.000,2.145,10.637,0.000
1466088820,5.000,2.104,10.439,0.000
1466088821,5.000,2.126,10.546,0.000
1466088822,5.000,1.988,9.870,0.000
1466088823,5.000,2.063,10.248,0.000
1466088824,5.000,2.141,10.622,0.000
1466088825,5.000,1.965,9.740,0.000
1466088826,5.000,2.266,11.236,0.000
1466088827,5.000,2.165,10.733,0.000
1466088828,5.010,2.176,10.794,0.000
1466088829,5.000,2.203,10.916,0.000
1466088830,5.000,2.232,11.072,0.000
1466088831,5.000,2.163,10.725,0.000
1466088832,5.000,2.297,11.389,0.000
1466088833,5.000,2.139,10.603,0.000
1466088834,5.000,2.005,9.946,0.000
1466088835,5.000,2.168,10.752,0.000
1466088836,5.000,2.196,10.893,0.000
1466088837,5.000,2.181,10.813,0.000
1466088838,5.000,2.231,11.068,0.000
1466088839,5.000,2.194,10.874,0.000
1466088840,5.000,2.117,10.496,0.000
1466088841,5.000,2.000,9.912,0.000
1466088842,5.000,1.973,9.782,0.000
1466088843,5.000,2.194,10.900,0.000
1466088844,5.000,2.086,10.336,0.000
1466088845,5.000,2.113,10.477,0.000
1466088846,5.000,2.236,11.088,0.000
1466088847,5.000,2.109,10.458,0.000
1466088848,5.000,2.167,10.740,0.000
1466088849,5.000,2.126,10.557,0.000
1466088850,5.000,2.198,10.904,0.000
1466088851,5.000,2.231,11.061,0.000
1466088852,5.000,2.151,10.668,0.000
1466088853,5.000,2.160,10.717,0.000
1466088854,5.000,2.198,10.893,0.000
1466088855,5.000,1.977,9.805,0.000
1466088856,5.000,1.985,9.855,0.000
1466088857,5.000,1.947,9.660,0.000
1466088858,5.000,2.062,10.225,0.000
1466088859,5.000,2.186,10.851,0.000
1466088860,5.000,2.122,10.534,0.000
1466088861,5.000,2.136,10.591,0.000
1466088862,5.000,2.028,10.061,0.000
1466088863,5.000,2.006,9.946,0.000
1466088864,5.000,1.970,9.775,0.000
1466088865,5.000,2.043,10.133,0.000
1466088866,5.000,2.051,10.175,0.000
1466088867,5.000,2.027,10.046,0.000
1466088868,5.000,2.183,10.820,0.000
1466088869,5.000,2.219,11.007,0.000
1466088870,5.000,2.167,10.748,0.000
1466088871,5.000,2.088,10.362,0.000
1466088872,5.000,2.080,10.313,0.000
1466088873,5.000,1.907,9.458,0.000
1466088874,5.000,2.117,10.488,0.000
1466088875,5.000,2.028,10.065,0.000
1466088876,5.000,2.304,11.423,0.000
1466088877,5.010,2.066,10.252,0.000
1466088878,5.000,2.110,10.469,0.000
1466088879,5.000,2.175,10.786,0.000
1466088880,5.000,2.143,10.626,0.000
1466088881,5.000,2.012,9.977,0.000
1466088882,5.000,2.039,10.114,0.000
1466088883,5.000,2.090,10.370,0.000
1466088884,5.000,2.029,10.065,0.000
1466088885,5.000,2.064,10.244,0.000
1466088886,5.000,2.041,10.122,0.000
1466088887,5.010,1.972,9.778,0.000
1466088888,5.000,2.272,11.267,0.000
1466088889,5.000,2.246,11.133,0.000
1466088890,5.010,1.920,9.526,0.000
1466088891,5.000,2.192,10.862,0.000
1466088892,5.000,2.146,10.649,0.000
1466088893,5.000,2.268,11.259,0.000
1466088894,5.010,1.910,9.477,0.000
1466088895,5.000,2.281,11.309,0.000
1466088896,5.000,2.116,10.504,0.000
1466088897,5.000,2.162,10.721,0.000
1466088898,5.000,1.983,9.839,0.000
1466088899,5.000,2.016,10.000,0.000
1466088900,5.010,2.236,11.088,0.000
1466088901,5.010,2.150,10.668,0.000
1466088902,5.000,2.236,11.088,0.000
1466088903,5.000,1.893,9.385,0.000
1466088904,5.000,2.119,10.515,0.000
1466088905,5.000,2.030,10.072,0.000
1466088906,5.000,2.149,10.649,0.000
1466088907,5.000,2.223,11.019,0.000
1466088908,5.010,2.033,10.091,0.000
1466088909,5.000,2.050,10.168,0.000
1466088910,5.000,2.043,10.133,0.000
1466088911,5.000,2.081,10.328,0.000
1466088912,5.000,2.095,10.397,0.000
1466088913,5.000,1.970,9.771,0.000
1466088914,5.000,2.171,10.763,0.000
1466088915,5.000,2.275,11.278,0.000
1466088916,5.000,2.024,10.042,0.000
1466088917,5.010,2.123,10.530,0.000
1466088918,5.000,2.153,10.687,0.000
1466088919,5.000,2.021,10.030,0.000
1466088920,5.000,2.041,10.129,0.000
1466088921,5.010,2.219,11.015,0.000
1466088922,5.000,2.144,10.629,0.000
1466088923,5.000,2.297,11.389,0.000
1466088924,5.000,2.088,10.358,0.000
1466088925,5.000,2.029,10.065,0.000
1466088926,5.000,1.962,9.733,0.000
1466088927,5.000,2.017,10.000,0.000
1466088928,5.000,1.978,9.813,0.000
1466088929,5.000,2.177,10.794,0.000
1466088930,5.000,2.104,10.442,0.000
1466088931,5.000,2.000,9.927,0.000
1466088932,5.000,1.961,9.729,0.000
1466088933,5.000,2.159,10.706,0.000
1466088934,5.000,2.123,10.526,0.000
1466088935,5.000,2.212,10.965,0.000
1466088936,5.000,2.059,10.213,0.000
1466088937,5.000,2.001,9.931,0.000
1466088938,5.000,2.299,11.400,0.000
1466088939,5.000,2.289,11.351,0.000
1466088940,5.000,1.932,9.584,0.000
1466088941,5.000,2.100,10.427,0.000
1466088942,5.000,2.207,10.942,0.000
1466088943,5.010,2.147,10.641,0.000
1466088944,5.000,2.078,10.305,0.000
1466088945,5.000,2.185,10.832,0.000
1466088946,5.000,2.150,10.656,0.000
1466088947,5.000,2.169,10.755,0.000
1466088948,5.000,2.035,10.095,0.000
1466088949,5.000,1.996,9.908,0.000
1466088950,5.000,2.147,10.652,0.000
1466088951,5.000,1.993,9.885,0.000
1466088952,5.000,2.033,10.087,0.000
1466088953,5.000,2.151,10.668,0.000
1466088954,5.000,0.988,4.931,0.000
1466088955,5.000,0.955,4.763,0.000
1466088956,5.000,0.899,4.488,0.000
1466088957,5.000,0.887,4.423,0.000
1466088958,5.000,0.875,4.366,0.000
1466088959,5.010,0.888,4.435,0.000
1466088960,5.000,0.863,4.305,0.000
1466088961,5.000,0.889,4.439,0.000
1466088962,5.000,0.854,4.263,0.000
1466088963,5.000,0.854,4.263,0.000
