Timestamp,Volt,Amp,Watt,Watt-Hour
1466089711,5.000,0.714,3.568,0.000
1466089712,5.000,0.714,3.564,0.000
1466089713,5.000,0.713,3.561,0.000
1466089714,5.000,0.711,3.553,0.000
1466089715,5.000,0.710,3.549,0.000
1466089716,5.000,0.710,3.545,0.000
1466089717,5.000,0.709,3.542,0.000
1466089718,5.000,0.709,3.542,0.000
1466089719,5.010,0.708,3.538,0.000
1466089720,5.000,0.709,3.542,0.000
1466089721,5.000,0.708,3.538,0.000
1466089722,5.000,1.128,5.626,0.000
1466089723,5.000,1.240,6.179,0.000
1466089724,5.000,1.353,6.740,0.000
1466089725,5.000,1.357,6.763,0.000
1466089726,5.000,1.419,7.068,0.000
1466089727,5.000,1.305,6.503,0.000
1466089728,5.010,1.325,6.603,0.000
1466089729,5.000,1.378,6.866,0.000
1466089730,5.000,1.432,7.133,0.000
1466089731,5.000,1.332,6.633,0.000
1466089732,5.000,1.377,6.858,0.000
1466089733,5.000,1.437,7.156,0.000
1466089734,5.000,1.338,6.668,0.000
1466089735,5.000,1.380,6.877,0.000
1466089736,5.000,1.435,7.152,0.000
1466089737,5.000,1.338,6.668,0.000
1466089738,5.000,1.383,6.889,0.000
1466089739,5.000,1.435,7.145,0.000
1466089740,5.000,1.367,6.816,0.000
1466089741,5.000,1.381,6.877,0.000
1466089742,5.000,1.434,7.141,0.000
1466089743,5.000,1.335,6.652,0.000
1466089744,5.000,1.391,6.927,0.000
1466089745,5.000,1.437,7.156,0.000
1466089746,5.000,1.363,6.794,0.000
1466089747,5.000,1.384,6.897,0.000
1466089748,5.000,1.437,7.156,0.000
1466089749,5.000,1.343,6.690,0.000
1466089750,5.000,1.413,7.038,0.000
1466089751,5.000,1.432,7.133,0.000
1466089752,5.000,1.365,6.801,0.000
1466089753,5.000,1.381,6.877,0.000
1466089754,5.000,1.436,7.148,0.000
1466089755,5.000,1.350,6.725,0.000
1466089756,5.000,1.401,6.984,0.000
1466089757,5.000,1.431,7.126,0.000
1466089758,5.000,1.381,6.881,0.000
1466089759,5.000,1.377,6.862,0.000
1466089760,5.000,1.430,7.122,0.000
1466089761,5.000,1.354,6.748,0.000
1466089762,5.000,1.406,7.003,0.000
1466089763,5.000,1.430,7.122,0.000
1466089764,5.000,1.373,6.843,0.000
1466089765,5.000,1.372,6.836,0.000
1466089766,5.000,1.458,7.263,0.000
1466089767,5.000,1.363,6.790,0.000
1466089768,5.000,1.392,6.931,0.000
1466089769,5.000,1.422,7.084,0.000
1466089770,5.000,1.367,6.809,0.000
1466089771,5.000,1.369,6.820,0.000
1466089772,5.000,1.456,7.252,0.000
1466089773,5.000,1.368,6.816,0.000
1466089774,5.000,1.374,6.847,0.000
1466089775,5.000,1.424,7.095,0.000
1466089776,5.000,1.369,6.824,0.000
1466089777,5.000,1.371,6.832,0.000
1466089778,5.000,1.448,7.210,0.000
1466089779,5.000,1.374,6.847,0.000
1466089780,5.000,1.369,6.816,0.000
1466089781,5.000,1.421,7.076,0.000
1466089782,5.000,1.375,6.851,0.000
1466089783,5.000,1.367,6.813,0.000
1466089784,5.000,1.417,7.061,0.000
1466089785,5.000,1.378,6.870,0.000
1466089786,5.000,1.368,6.813,0.000
1466089787,5.000,1.417,7.061,0.000
1466089788,5.000,1.379,6.874,0.000
1466089789,5.000,1.364,6.801,0.000
1466089790,5.000,1.420,7.072,0.000
1466089791,5.000,1.382,6.881,0.000
1466089792,5.000,1.364,6.794,0.000
1466089793,5.000,1.417,7.057,0.000
1466089794,5.000,1.385,6.900,0.000
1466089795,5.000,1.366,6.805,0.000
1466089796,5.000,1.414,7.049,0.000
1466089797,5.000,1.387,6.912,0.000
1466089798,5.000,1.364,6.801,0.000
1466089799,5.000,1.397,7.045,0.000
1466089800,5.000,1.391,6.927,0.000
1466089801,5.000,1.360,6.774,0.000
1466089802,5.000,1.396,6.954,0.000
1466089803,5.000,1.393,6.939,0.000
1466089804,5.000,1.359,6.771,0.000
1466089805,5.000,1.396,6.954,0.000
1466089806,5.000,1.395,6.950,0.000
1466089807,5.000,1.358,6.767,0.000
1466089808,5.000,1.391,6.931,0.000
1466089809,5.000,1.399,6.969,0.000
1466089810,5.000,1.357,6.763,0.000
1466089811,5.000,1.414,7.042,0.000
1466089812,5.000,1.397,6.958,0.000
1466089813,5.000,1.359,6.771,0.000
1466089814,5.000,1.410,7.026,0.000
1466089815,5.000,1.403,6.988,0.000
1466089816,5.000,1.357,6.759,0.000
1466089817,5.000,1.411,7.030,0.000
1466089818,5.010,1.397,6.961,0.000
1466089819,5.000,1.363,6.794,0.000
1466089820,5.000,1.378,6.866,0.000
1466089821,5.010,1.394,6.946,0.000
1466089822,5.000,1.358,6.767,0.000
1466089823,5.000,1.378,6.866,0.000
1466089824,5.000,1.392,6.935,0.000
1466089825,5.000,1.357,6.763,0.000
1466089826,5.000,1.370,6.828,0.000
1466089827,5.000,1.398,6.965,0.000
1466089828,5.000,1.357,6.759,0.000
1466089829,5.000,1.368,6.816,0.000
1466089830,5.000,1.396,6.958,0.000
1466089831,5.000,1.354,6.752,0.000
1466089832,5.000,1.367,6.809,0.000
1466089833,5.000,1.396,6.958,0.000
1466089834,5.000,1.354,6.748,0.000
1466089835,5.000,1.410,7.023,0.000
1466089836,5.000,1.396,6.954,0.000
1466089837,5.000,1.354,6.748,0.000
1466089838,5.000,1.403,6.988,0.000
1466089839,5.000,1.405,7.000,0.000
1466089840,5.000,1.354,6.748,0.000
1466089841,5.000,1.386,6.904,0.000
