2168,830.4
2542.2,1116
2249.7,1134
2785,1205.5
3188,1227
2539.1,1384
2813.6,1480.8
3577,1498.9
3577,1498.9
4042.5,1800
4293.3,1972
5008.9,2301
6271,2325
5537,2834
4089.4,3380
2897,3422.7
8586.6,3945
2566,4040
5283.1,4150
5168.1,4510
17173.2,7890
17590,8209
10510,12659.9
93014.6,15371
33862.7,17808
