Timestamp,Volt,Amp,Watt,Watt-Hour
1466087133,5.000,0.700,3.500,0.000
1466087134,5.000,0.700,3.496,0.000
1466087135,5.000,0.698,3.488,0.000
1466087136,5.000,0.697,3.484,0.000
1466087137,5.000,0.696,3.480,0.000
1466087138,5.000,0.696,3.477,0.000
1466087139,5.000,0.695,3.473,0.000
1466087140,5.000,0.695,3.473,0.000
1466087141,5.000,0.695,3.473,0.000
1466087142,5.000,0.695,3.473,0.000
1466087143,5.000,0.693,3.465,0.000
1466087144,5.000,2.432,12.068,0.000
1466087145,5.000,2.495,12.370,0.000
1466087146,5.000,2.490,12.339,0.000
1466087147,5.000,2.543,12.610,0.000
1466087148,5.000,2.381,11.809,0.000
1466087150,5.000,2.427,12.034,0.000
1466087151,5.000,2.222,11.030,0.000
1466087152,5.000,2.137,10.603,0.000
1466087153,5.010,2.194,10.889,0.000
1466087154,5.000,2.294,11.378,0.000
1466087155,5.000,2.360,11.706,0.000
1466087156,5.000,2.177,10.809,0.000
1466087157,5.000,2.207,10.950,0.000
1466087158,5.000,2.246,11.149,0.000
1466087159,5.000,2.114,10.484,0.000
1466087160,5.000,2.196,10.893,0.000
1466087161,5.000,2.119,10.519,0.000
1466087162,5.000,2.139,10.614,0.000
1466087163,5.000,2.122,10.534,0.000
1466087164,5.000,2.171,10.771,0.000
1466087165,5.000,2.206,10.946,0.000
1466087166,5.000,2.251,11.171,0.000
1466087167,5.000,2.151,10.671,0.000
1466087168,5.000,2.150,10.668,0.000
1466087169,5.000,2.151,10.671,0.000
1466087170,5.000,2.149,10.668,0.000
1466087171,5.000,2.123,10.538,0.000
1466087172,5.000,2.195,10.893,0.000
1466087173,5.000,2.136,10.599,0.000
1466087174,5.000,2.158,10.702,0.000
1466087175,5.000,2.107,10.450,0.000
1466087176,5.000,2.118,10.507,0.000
1466087177,5.000,2.165,10.736,0.000
1466087178,5.000,2.128,10.553,0.000
1466087179,5.000,2.175,10.794,0.000
1466087180,5.000,2.035,10.099,0.000
1466087181,5.000,2.137,10.603,0.000
1466087182,5.000,2.202,10.920,0.000
1466087183,5.000,2.110,10.473,0.000
1466087184,5.000,2.149,10.656,0.000
1466087185,5.000,2.025,10.049,0.000
1466087186,5.000,2.210,10.965,0.000
1466087187,5.000,2.183,10.828,0.000
1466087188,5.000,2.165,10.740,0.000
1466087189,5.000,2.178,10.805,0.000
1466087190,5.000,2.120,10.519,0.000
1466087191,5.000,2.171,10.767,0.000
1466087192,5.000,1.989,9.874,0.000
1466087193,5.000,2.145,10.645,0.000
1466087194,5.000,2.118,10.504,0.000
1466087195,5.000,2.111,10.484,0.000
1466087196,5.000,2.082,10.336,0.000
1466087197,5.000,2.112,10.481,0.000
1466087198,5.000,2.151,10.668,0.000
1466087199,5.000,2.223,11.034,0.000
1466087200,5.010,2.051,10.171,0.000
1466087201,5.000,2.123,10.530,0.000
1466087202,5.000,2.218,10.996,0.000
1466087203,5.000,2.117,10.496,0.000
1466087204,5.000,2.064,10.240,0.000
1466087205,5.000,2.127,10.549,0.000
1466087206,5.000,2.046,10.156,0.000
1466087207,5.000,2.196,10.889,0.000
1466087208,5.000,2.158,10.706,0.000
1466087209,5.000,2.109,10.469,0.000
1466087210,5.000,2.211,10.977,0.000
1466087211,5.000,1.937,9.614,0.000
1466087212,5.000,2.053,10.187,0.000
1466087213,5.000,2.210,10.969,0.000
1466087214,5.010,2.108,10.462,0.000
1466087215,5.000,2.107,10.450,0.000
1466087216,5.010,2.086,10.347,0.000
1466087217,5.000,2.052,10.179,0.000
1466087218,5.000,2.049,10.168,0.000
1466087219,5.000,2.163,10.733,0.000
1466087220,5.000,2.057,10.206,0.000
1466087221,5.000,1.973,9.790,0.000
1466087222,5.000,1.970,9.771,0.000
1466087223,5.000,2.085,10.343,0.000
1466087224,5.000,2.204,10.939,0.000
1466087225,5.000,2.187,10.855,0.000
1466087226,5.010,2.086,10.355,0.000
1466087227,5.000,2.194,10.889,0.000
1466087228,5.000,2.126,10.553,0.000
1466087229,5.000,2.155,10.691,0.000
1466087230,5.000,2.109,10.469,0.000
1466087231,5.000,2.010,9.977,0.000
1466087232,5.000,2.225,11.038,0.000
1466087233,5.000,2.171,10.775,0.000
1466087234,5.000,2.092,10.381,0.000
1466087235,5.000,2.022,10.038,0.000
1466087236,5.000,2.205,10.935,0.000
1466087237,5.000,1.968,9.778,0.000
1466087238,5.000,2.084,10.343,0.000
1466087239,5.000,2.146,10.649,0.000
1466087240,5.010,2.013,10.004,0.000
1466087241,5.000,2.055,10.194,0.000
1466087242,5.000,2.036,10.107,0.000
1466087243,5.000,1.942,9.637,0.000
1466087244,5.000,2.126,10.542,0.000
1466087245,5.000,2.150,10.664,0.000
1466087246,5.000,1.952,9.683,0.000
1466087247,5.000,1.982,9.839,0.000
1466087248,5.000,2.169,10.755,0.000
1466087249,5.010,2.037,10.110,0.000
1466087250,5.000,2.171,10.771,0.000
1466087251,5.000,2.064,10.240,0.000
1466087252,5.000,2.064,10.248,0.000
1466087253,5.000,2.072,10.275,0.000
1466087254,5.010,2.021,10.026,0.000
1466087255,5.000,1.995,9.904,0.000
1466087256,5.000,2.083,10.339,0.000
1466087257,5.000,2.150,10.668,0.000
1466087258,5.000,2.084,10.336,0.000
1466087259,5.000,2.102,10.431,0.000
1466087260,5.000,2.158,10.706,0.000
1466087261,5.000,2.039,10.118,0.000
1466087262,5.000,2.060,10.217,0.000
1466087263,5.000,1.981,9.832,0.000
1466087264,5.000,2.103,10.431,0.000
1466087265,5.000,2.257,11.202,0.000
1466087266,5.000,1.981,9.832,0.000
1466087267,5.000,2.046,10.149,0.000
1466087268,5.000,2.032,10.091,0.000
1466087269,5.000,1.938,9.618,0.000
1466087270,5.000,2.209,10.958,0.000
1466087271,5.000,2.140,10.614,0.000
1466087272,5.000,2.123,10.534,0.000
1466087273,5.000,2.000,9.927,0.000
1466087274,5.000,1.962,9.736,0.000
1466087275,5.000,2.063,10.244,0.000
1466087276,5.000,2.141,10.622,0.000
1466087277,5.000,1.983,9.839,0.000
1466087278,5.000,2.096,10.400,0.000
1466087279,5.000,2.156,10.694,0.000
1466087280,5.000,2.097,10.400,0.000
1466087281,5.000,2.120,10.526,0.000
1466087282,5.000,1.983,9.847,0.000
1466087283,5.000,2.117,10.500,0.000
1466087284,5.000,2.140,10.626,0.000
1466087285,5.000,2.077,10.309,0.000
1466087286,5.000,1.977,9.813,0.000
1466087287,5.000,2.124,10.542,0.000
1466087288,5.000,2.029,10.068,0.000
1466087289,5.010,1.974,9.794,0.000
1466087290,5.000,2.151,10.671,0.000
1466087291,5.000,1.986,9.858,0.000
1466087292,5.010,2.035,10.103,0.000
1466087293,5.000,2.203,10.927,0.000
1466087294,5.000,2.089,10.366,0.000
1466087295,5.000,1.958,9.717,0.000
1466087296,5.000,1.950,9.679,0.000
1466087297,5.010,1.985,9.851,0.000
1466087298,5.000,2.082,10.336,0.000
1466087299,5.000,2.081,10.316,0.000
1466087300,5.000,2.084,10.343,0.000
1466087301,5.000,2.175,10.790,0.000
1466087302,5.000,2.185,10.843,0.000
1466087303,5.000,2.104,10.446,0.000
1466087304,5.000,1.959,9.729,0.000
1466087305,5.000,2.069,10.263,0.000
1466087306,5.000,2.155,10.694,0.000
1466087307,5.000,2.123,10.530,0.000
