Timestamp,Volt,Amp,Watt,Watt-Hour
1466084760,5.000,0.717,3.580,0.000
1466084761,5.000,0.713,3.564,0.000
1466084762,5.000,0.712,3.557,0.000
1466084763,5.000,0.711,3.557,0.000
1466084764,5.000,0.712,3.557,0.000
1466084765,5.000,0.711,3.553,0.000
1466084766,5.000,0.709,3.545,0.000
1466084767,5.000,0.708,3.538,0.000
1466084768,5.000,0.710,3.545,0.000
1466084769,5.000,0.708,3.538,0.000
1466084770,5.000,0.709,3.542,0.000
1466084771,5.000,2.230,11.076,0.000
1466084772,5.000,2.008,9.977,0.000
1466084774,5.000,2.240,11.114,0.000
1466084775,5.000,2.282,11.328,0.000
1466084776,5.000,2.189,10.866,0.000
1466084777,5.000,2.327,11.542,0.000
1466084778,5.000,2.158,10.706,0.000
1466084779,5.000,2.123,10.530,0.000
1466084780,5.000,2.136,10.603,0.000
1466084781,5.000,2.160,10.717,0.000
1466084782,5.000,2.147,10.652,0.000
1466084783,5.000,2.028,10.072,0.000
1466084784,5.000,2.114,10.492,0.000
1466084785,5.000,2.167,10.759,0.000
1466084786,5.000,2.012,9.996,0.000
1466084787,5.000,2.071,10.278,0.000
1466084788,5.000,2.086,10.355,0.000
1466084789,5.000,2.013,9.996,0.000
1466084790,5.000,2.100,10.420,0.000
1466084791,5.000,2.213,10.988,0.000
1466084792,5.000,2.156,10.702,0.000
1466084793,5.000,2.075,10.297,0.000
1466084794,5.000,2.095,10.400,0.000
1466084795,5.010,2.104,10.442,0.000
1466084796,5.000,2.091,10.378,0.000
1466084797,5.000,1.951,9.687,0.000
1466084798,5.000,2.062,10.240,0.000
1466084799,5.000,1.967,9.763,0.000
1466084800,5.000,1.991,9.885,0.000
1466084801,5.000,2.045,10.149,0.000
1466084802,5.010,2.051,10.179,0.000
1466084803,5.000,1.912,9.496,0.000
1466084804,5.000,2.119,10.515,0.000
1466084805,5.000,2.049,10.179,0.000
1466084806,5.000,1.907,9.473,0.000
1466084807,5.000,2.251,11.171,0.000
1466084808,5.000,2.192,10.878,0.000
1466084809,5.000,2.098,10.416,0.000
1466084810,5.000,1.945,9.660,0.000
1466084811,5.000,1.961,9.740,0.000
1466084812,5.000,2.086,10.358,0.000
1466084813,5.000,1.907,9.473,0.000
1466084814,5.000,2.114,10.496,0.000
1466084815,5.000,2.057,10.213,0.000
1466084816,5.000,2.096,10.404,0.000
1466084817,5.000,2.065,10.248,0.000
1466084818,5.000,1.988,9.874,0.000
1466084819,5.000,2.147,10.652,0.000
1466084820,5.000,2.112,10.477,0.000
